company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
UiSort Technologies Pvt Ltd,internet-of-things,"UiSort Technologies is a web development company based in Trichy, India. Founded in 2014, this two-person team provides web design, web development, mobile app development, e-commerce development, and IoT development services. ",4.8,(9 Reviews),Technology Consultant; E commerce Service provider; Travel agency; Property providers,UiSort Technologies created a WordPress payment processing plug-in. It was built using PlugnPay’s API and CardinalCommerce’s 3D secure technology. The services’ use is expanding through local banks.,"['Advertising & marketing', 'Business services', 'eCommerce', 'Education', 'Medical', 'Information technology', 'Real estate']","Tiruchirappalli, India",2 - 9 employees,"$5,000+"
Alphamoon,internet-of-things,"Alphamoon is an AI solutions company based in Wroclaw, Poland. The company, founded in 2016, has a team of less than 20 that provides AI, custom software development, and IoT development services to small to midmarket companies.",5.0,(6 Reviews),,Alphamoon designed custom drawings and graphic algorithms. They were also responsible for maintaining them.,"['Business services', 'Financial services', 'Medical', 'Information technology', 'Manufacturing']","Wrocław, Poland",10 - 49 employees,"$10,000+"
softwarelogic.co,internet-of-things,"JAMNA SOFTWARE, a website development firm, was established in 2018. Their small team is headquartered in Stargard, Poland. Their services include web development, custom software development, e-commerce development, mobile app development, and more.",4.8,(3 Reviews),,softwarelogic.co was hired by a digital goods trading company to develop a custom CS:GO game server with an in-game advertising feature that allows the company to run marketing campaigns about their services. ,"['Business services', 'eCommerce', 'Education', 'GPS, Navigation & GIS', 'Legal Cannabis']","Stargard, Poland",10 - 49 employees,"$5,000+"
Vooban,internet-of-things,"Vooban is a computer software firm in Quebec, Canada. Founded in 2011, they have about 32 employees that do enterprise app modernization and development for web and custom software. Most clients are midmarket and enterprise firms in the automotive, financial services, and business services sectors.   ",5.0,(5 Reviews),Desjardins; Industrielle Alliance; Quebec Stevedoring Company; Axes Network,Vooban's resources fold into the client's existing development teams and primarily focus on JavaScript and .NET among other technologies.,"['Automotive', 'Business services', 'Financial services', 'Information technology', 'Manufacturing', 'Telecommunications', 'Supply Chain, Logistics, and Transport']","Québec, Canada",50 - 249 employees,"$100,000+"
Kwix Global Solutions,internet-of-things,"Kwix Global Solutions is a development agency based in Queensland, Australia, that was established in 2015. Their team of fewer than 50 employees provides mobile app development, web development, UX/UI design services. ",5.0,(8 Reviews),Service Hero; YO Doctor; EventPlus; GrandTab,"Kwix Global Solutions developed an alert app for iOS and Android devices, along with a backend system. With the app, users can designate emergency contacts and send SOS notifications.","['Business services', 'eCommerce', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing', 'Supply Chain, Logistics, and Transport']","Hope Island, Australia",50 - 249 employees,"$25,000+"
Blobstation,internet-of-things,"Blobstation is a custom software development company based in Dorval, Canada, and founded in 2018. With over 50 professionals, they offer IT staff augmentation, mobile app development, and custom software development solutions for various clients.",4.5,(1 Reviews),VNP transport; Rooton; Batbatian; Lemonjelly,Blobstation created a minimal web-based solution that contains the list of programs categorized by attributes. The deliverable would allow third party clients to filter programs without the client.,"['Financial services', 'Medical', 'Hospitality & leisure', 'Non-profit', 'Retail', 'Supply Chain, Logistics, and Transport', 'Utilities']","Dorval, Canada",50 - 249 employees,"$5,000+"
Elmitel,internet-of-things,"Elmitel was founded in 2012 and is located in Gornja Radgona, Slovenia. Their team of six employees provides mobile app development, web development, and custom software development services.",4.9,(4 Reviews),"SMEs and Start-ups who outsource product development; ; Companies of various sizes in agricultural industry (primary production), including some of the biggest wine producers in certain countries (using our IoT products); Slovenia's smaller telco operators (using our GIS products)",Elmitel developed an Android Auto application for a global technology company. The product allows drivers to search for available electric vehicle charging stations using IoT technology and GPS integration.,"['Consumer products & services', 'Manufacturing', 'Telecommunications']","Gornja Radgona, Slovenia",2 - 9 employees,"$1,000+"
Polidea,internet-of-things,"Polidea is a software development company founded in 2009. Polidea is located in Warsaw, Poland where its team of 63 works on mobile app development, web development, UX/UI design, and more for clients in a variety of industries.",4.9,(11 Reviews),Philips; Dolby; StepStone; Estimote,"Using Heroku and HTML5, Polidea developed a native mobile app for the iOS platform. The app allows users to personally hire colleagues, support causes, and receive business referrals.","['Arts, entertainment & music', 'Consumer products & services', 'Financial services', 'Medical', 'Retail', 'Telecommunications']","Warszawa, Poland",50 - 249 employees,Undisclosed
Juppiter AI Labs,internet-of-things,"Juppiter AI Labs is a software development company founded in 2017. The midsize Pune, India-based team focuses on custom software development.",4.3,(3 Reviews),,"A product studio company hired Juppiter AI Labs to provide IT cloud services. The project focuses on staff augmentation and machine learning programming, among other ongoing tasks.",,"Pune, India",50 - 249 employees,"$10,000+"
SPOT. digital made simple,internet-of-things,"SPOT. digital made simple is a software firm founded in 1999. Their team of fewer than 50 offers web development, mobile app development, and cloud consulting solutions from their office in Cesena, Italy. They work with small and mid-market businesses alike.",4.7,(3 Reviews),Photosì,SPOT. handles the development efforts for a software solution platform. Their team developed a cloud-based platform that reads data from a third-party gateway and provides scalable UI/UX mobile interfaces.,,"Cesena, Italy",10 - 49 employees,"$10,000+"
Pupa Clic Technologies,internet-of-things,"Pupa Clic Technologies is a research and development IT firm founded in 2012. Based in Chennai, India with an office in Ontario, Canada, they have a team of 12 employees and specialize in mobile app development, custom software development, and CRM consulting and SI. They primarily serve midmarket clients in the advertising and marketing, government and manufacturing industries.  ",4.5,(2 Reviews),From MNC's to Startups we Build; Develop and Operate their technology requisites.,Pupa Clic Technologies designed and built a Magento website with a CMS backend and Braintree and PayPal payment processing. They also provided e-commerce and SEO consultation services.,"['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'Government', 'Information technology', 'Manufacturing', 'Media', 'Real estate', 'Retail']","Chennai, India",50 - 249 employees,"$5,000+"
Botodata,internet-of-things,"Botodata is a development company located in Vinnytysa, Ukraine. Founded in 2019, their services include AI and IoT development. They work primarily with small businesses in advertising and financial services industries.",5.0,(2 Reviews),,Botodata built a digital tool that enables people to see what an engagement ring looks like on their hand. They developed using computer vision and images and 3D videos provided by internal stakeholders.,"['Advertising & marketing', 'Financial services', 'Medical', 'Media']","Vinnytsia, Ukraine",2 - 9 employees,"$1,000+"
PsiberTech Solutions,internet-of-things,"PsiberTech Solutions is an IT solution provider based in Singapore. The provider, founded in 2006, has more than 40 employees who provide, among others, custom software development, mobile app development, and BI & big data consulting & BI services to various companies and institutions.",5.0,(6 Reviews),3M; Ricoh; Nippon Steel Solutions; Itochu,"PsiberTech Solutions created a complete, web-based solution that would automate central business processes. This included tender creation, approvals, project status, installation plans, and admin dashboards.","['eCommerce', 'Medical', 'Information technology', 'Manufacturing', 'Retail']","Singapore, Singapore",10 - 49 employees,"$10,000+"
Titanium Blockchain,internet-of-things,"Titanium Blockchain is a software development firm based in Tel Aviv, Israel. Established in 2015, the company has a staff of about 10 employees that specializes in implementations of the blockchain computational ledger and record-keeping system. Their services include custom software development, blockchain development, initial coin offering support, and more. They primarily utilize the Ethereum Smart Contract system, Linux-developed hyperledger, and Neo blockchain.",5.0,(2 Reviews),Verv; CoinJanitor; 2. CoinJanitor - Community funded project that sweeps up inactive coins and pays users to trade them in.; ,Titanium Blockchain supported a navigation app with the blockchain-oriented portion of their development cycle. The client wanted to use blockchain to create a hyper-accurate indoor navigation system for large facilities that would be more precise than GPS. Titanium's team provided infrastructure and wireframes for the client's in-house mobile developers; the app has already been adopted by several large clients in their market.,"['Advertising & marketing', 'Business services', 'Financial services', 'Information technology']","Tel Aviv-Yafo, Israel",50 - 249 employees,"$10,000+"
Pinely International,internet-of-things,,5.0,(1 Reviews),Open Cosmos; Stream; Cloud Expat,"Pinely International has developed four new feature builds for a privacy compliance company. They've used Ionic, Stencil JS, Node JS, microservices, code snippet generators, Figma, and more for the project. ",,"Prague, Czech Republic",10 - 49 employees,"$10,000+"
Semantive,internet-of-things,"Founded in 2016, Semantive is a custom software development firm. The midsize Warszawa, Poland-based team offers custom software development, enterprise app modernization, IoT development, web development, and more.",5.0,(1 Reviews),,A supply chain integration company engaged Semantive to expand the functionalities of their Python-based analytics tool. The team also did a comprehensive restructuring of the software.,"['Automotive', 'Financial services', 'Energy & natural resources']","Warszawa, Poland",50 - 249 employees,"$50,000+"
Simple Idea LTD,internet-of-things,"Based in Netanya, Isreal, Simple Idea LTD is a digital agency. Founded in 2001, Simple Idea LTD has less than 50 employees who focus on clients in the energy, advertising, and business services industries. Services include UX/UI design, web development, and mobile app development.",5.0,(1 Reviews),SodaStream; Caesarstone; ClubMed; The CleanCube NYC,Simple Idea has served as a primary software provider for a startup working on an infrared-based universal remote type device.,"['Advertising & marketing', 'Business services', 'Consumer products & services', 'Financial services', 'Media', 'Energy & natural resources', 'Telecommunications']","Netanya, Israel",10 - 49 employees,"$5,000+"
Krasamo Inc.,internet-of-things,"Krasamo Inc. is a mobile development company based in Plano, T.X. Founded in 2010, the team of 14 specializes in mobile app development, loT development, and wearable app development.  ",4.5,(2 Reviews),Samsung; Lennox; Airbus Helicopters; Texas Instruments,Krasamo Inc. developed native apps and the firmware for a smart deadbolt security solution. They finished the bulk of the work and now provide minor fixes and maintenance.,,"Plano, TX",10 - 49 employees,"$25,000+"
Synergetics Cloud Consulting,internet-of-things,,5.0,(1 Reviews),,A development company hired Synergetics Cloud Consulting to move their hosting from commercial shared servers to Azure. The team also regularly orients the client on features within the cloud-based environment.,,"Mumbai, India",50 - 249 employees,"$1,000+"
OpenTeQ Technologies,internet-of-things,"Software development firm OpenteQ was founded in 2015. The midsize team focuses on custom software development. The agency is based in Gafoornagar, India.",5.0,(5 Reviews),,"OpenTeQ Technologies provides digital marketing for an infrastructure security firm. They've conducted a competitive analysis, revamped and optimized a website, automated bidding system, and provided reports.","['Advertising & marketing', 'Business services', 'eCommerce', 'Education']","Phoenix, AZ",50 - 249 employees,"$5,000+"
CODEINIT,internet-of-things,Codeinit is a web development agency that has been offering web development services to their small business clients in the e-commerce industry since 2016.,5.0,(2 Reviews),Islamicsougonline.com; PASSTHEOT,"codeinit redesigned a test prep WordPress platform using PHP, SQL, and R Database. They revamped online quizzes and added a Bookly scheduling plug-in, surveys, analytics, Stripe billing, and email automation.","['Business services', 'eCommerce', 'Education', 'Medical']","Sanauli, India",10 - 49 employees,"$10,000+"
Crocodic,internet-of-things,,,,,,,"Semarang, Indonesia",50 - 249 employees,"$1,000+"
CBNITS,internet-of-things,"CBNITS is a big data, machine learning, and IT firm with two locations in San Jose, Calif. and New Jersey. With a team of fewer than 200 employees, they serve small and midmarket businesses in the e-commerce, nonprofit, real estate, and consumer products and services industries. Their services include UX/UI design, web development, mobile app development, IoT development, and custom software development.",4.2,(5 Reviews),iFixScreens; NatIT LLC; Signature PM,CBNITS handled the entire development of a parking app for mobile devices. Functionalities include payment through Apple Pay and the ability to see vacant spots.,['Information technology'],"Fremont, CA",50 - 249 employees,"$1,000+"
Urolime Technologies,internet-of-things,"Urolime Technologies is a DevOps consulting company founded in Cochin, India in 2011. With over 50 professionals, they provide cloud consulting, IT managed services and IT staff augmentation solutions to clients across various industries.",4.5,(1 Reviews),,"Urolime Technologies provides ongoing IT support services for a software development firm. They build cloud infrastructure, conduct on-premise deployments, and monitor, maintain, and manage AWS infrastructure.","['Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Gaming', 'Government', 'Medical', 'Information technology', 'Media']","Kakkanad, India",50 - 249 employees,"$5,000+"
Coral Technologies,internet-of-things,"Coral Technologies is a software development house based in Ganne Tikva, Israel. Founded in 2006, their team of less than 10 focus primarily on small business and midmarket clients. Services include e-commerce development, custom software development, and mobile app development.",4.5,(1 Reviews),Mellanox; Nvidia; Microsoft; B-Cure Laser,"An education service hired Coral Technologies to replace their tech partner in developing their learning management system, as well as migrating it to Azure. The platform is based on WordPress and Moodle.","['Advertising & marketing', 'Business services', 'eCommerce', 'Education', 'Manufacturing']","Petah Tikva, Israel",2 - 9 employees,"$10,000+"
Matea Social,internet-of-things,"Matea Social is a software house based in Montevideo, Uruguay that was founded in 2019. With fewer than 10 employees, they offer web development, IT staff augmentation, and custom software development solutions for small and mid-market firms alike.",5.0,(2 Reviews),The Wellbeing Project; Sagant,Matea Social is developing and designing a website for a coaching company. The team oversees all technical and aesthetic aspects of the development to create an engaging digital presence for the client.,,"Montevideo, Uruguay",2 - 9 employees,"$5,000+"
moldedbits,internet-of-things,"Moldedbits is a boutique app development firm based in New Delhi. Founded in 2013, their team of 22 employees provides mobile app development, IoT development, and UX design services.",4.7,(3 Reviews),Chaione Inc.; Philips Lighting; Knomatic Mobility Services,"The moldedbits team provides outsourced resources to supplement in-house mobile app development processes, focusing primarily on Android-related tasks and shared backend creation. ",,"New Delhi, India",10 - 49 employees,"$10,000+"
Fluper,internet-of-things,"Fluper is a web and mobile app development firm offering technical expertise in numerous verticals such as IoT, Blockchain, wearables, and Artificial Intelligence. With over 200 apps created since 2013, the team of more than 275 people is headquartered in Noida and New Delhi, India.",4.1,(20 Reviews),Grab Taxi; Careem; Zoosk; Handy Heroes,"Fluper developed and designed the wireframes, functionality, and website for an iOS and Android social media app.","['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'Dental', 'eCommerce', 'Education', 'Financial services', 'Gaming']","Dubai, United Arab Emirates",250 - 999 employees,"$5,000+"
Code Khadi,internet-of-things,"Code Khadi is a digital agency based in Combatore, India. Founded in 2013, they focus mainly on midmarket clients in the transportation and health care fields. Primary service fields include mobile app development, web development, and wearable app development.",5.0,(3 Reviews),Versicherungs Informations Zentrum AG; Switzerland; Leading oil company of Europe; Ireland,Code Khadi was hired to develop an iOS app.,"['Business services', 'Medical', 'Hospitality & leisure', 'Manufacturing', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Coimbatore, India",10 - 49 employees,"$1,000+"
Viapontica AI,internet-of-things,,5.0,(4 Reviews),,A government museum hired Viapontica AI to provide website development. They created a product that will become an online service where users can access their digital information.,"['Arts, entertainment & music', 'Business services', 'Financial services', 'Government', 'Manufacturing', 'Retail', 'Supply Chain, Logistics, and Transport']","Edinburgh, United Kingdom",10 - 49 employees,"$10,000+"
WebCodeGenie Technology Pvt. Ltd.,internet-of-things,"Web development firm WEBCODEGENIE TECHNOLOGY PRIVATE LIMITED is headquartered in Ahmedabad, India. The midsize team provides web development, mobile app development, web design, search engine optimization, and more and was launched in 2010.",5.0,(2 Reviews),,WebCodeGenie Technology Pvt. Ltd. developed a website and custom app for an IT support company. The team delivered an inventory management system and provided customer support.,"['Advertising & marketing', 'Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Medical', 'Information technology', 'Manufacturing', 'Real estate', 'Supply Chain, Logistics, and Transport']","Fairview, TX",50 - 249 employees,"$5,000+"
Peersoft,internet-of-things,"Peersoft, a small custom software development firm, is in Gdańsk, Poland. The team focuses on custom software development, web development, mobile app development, and IoT development.",5.0,(3 Reviews),,"Peersoft developed an e-commerce website for an internet publishing company. They worked on DNS record generation and validation, integrating with the CRM, and fixing bugs.","['eCommerce', 'Information technology', 'Supply Chain, Logistics, and Transport']","Gdańsk, Poland",2 - 9 employees,"$25,000+"
Softobiz Technologies,internet-of-things,"Softobiz Technologies is a design and development agency based in Mohali, India. Founded in 2008, their team of over 150 employees serves businesses of all sizes across a range of industries, including business services, IT, and advertising. Services include web, custom software, mobile app, and e-commerce development, as well as UX/UI and web design. ",4.7,(6 Reviews),Datium Insights,"A sports livestreaming platform hired Softobiz Technologies to fix their streaming and server issues. The team identified and resolved the client's CMS, AWS Auto Scaling, and CDN problems to solve these issues.","['Advertising & marketing', 'Business services', 'Education', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Manufacturing', 'Real estate']","Sahibzada Ajit Singh Nagar, India",50 - 249 employees,"$25,000+"
Beside the Park,internet-of-things,"Beside the Park is a boutique software development shop based in Warsaw, Poland. Founded in 2007, their team of more than 10 provides custom software development, web development, and big data consulting services for clients in the fields of financial services, transportation, and more.",5.0,(2 Reviews),Synaptiv; VICE Dach; EPSA Groupe,"An IT services company hired Beside the Park for custom software development. They primarily supported custom ad servers, big data, and analytical modules for stream processes and reports of live events. ","['Advertising & marketing', 'Automotive', 'Business services', 'Financial services', 'Supply Chain, Logistics, and Transport']","Warszawa, Poland",10 - 49 employees,"$50,000+"
Sterison Technology Private Limited,internet-of-things,,,,,,"['Business services', 'Medical', 'Manufacturing', 'Retail']","Thuckalay, India",10 - 49 employees,"$1,000+"
Pentoz Technology,internet-of-things,"Pentoz Technology is a business innovation firm of around 40 employees. Founded in 2017, the company is based in Kaufman, Texas with additional locations in the U.S., Canada, Georgia, and India. Their team specializes in a wide range of development services including web, mobile, custom software, e-commerce, IoT, virtual reality, blockchain, and artificial intelligence.",4.8,(6 Reviews),1-800-PetMeds; Certified Mixtapez; Doctorpal; Network Jamz,"Pentoz built an iOS and Android social networking app. They worked on the app’s wireframes, backend, and design. They also integrated features such as video conferencing into the app.",,"Kaufman, TX",50 - 249 employees,"$50,000+"
Xtreme Media Pvt. Ltd,internet-of-things,,,,,,,"Mumbai, India",50 - 249 employees,"$1,000+"
NTT DATA Romania,internet-of-things,"Founded in 2000, NTT DATA Romania is a large custom software development company. Their services include custom software development, enterprise app modernization, application management & support, e-commerce development, and more. The firm is located in Cluj-Napoca, Romania.",4.0,(1 Reviews),,"A software development company hired NTT DATA Romania to provide web development services. Using C# and Angular for technologies, they're creating a banking credit comparison platform, which they also maintain.","['Automotive', 'Business services', 'eCommerce', 'Financial services', 'Medical', 'Information technology', 'Manufacturing', 'Media', 'Energy & natural resources', 'Telecommunications']","Cluj-Napoca, Romania","1,000 - 9,999 employees",Undisclosed
Oxit,internet-of-things,,,,,,"['Manufacturing', 'Retail', 'Supply Chain, Logistics, and Transport', 'Utilities']","Charlotte, NC",10 - 49 employees,"$5,000+"
Numlabs,internet-of-things,"Artificial intelligence company Numlabs was established in 2019. The small team focuses on Artificial Intelligence, BI & big data consulting & SI, IoT development, and logistics & supply chain consulting. The company is located in Kraków, Poland.",4.9,(6 Reviews),,A global production company engaged with Numlabs for their custom software development services. The project involved them analyzing film footage using machine learning technology.,"['eCommerce', 'Financial services', 'Medical', 'Media']","Kraków, Poland",10 - 49 employees,"$25,000+"
Torit Innovations,internet-of-things,"Torit Innovations is a full-stack web development company founded in 2018 with more than two professionals. They offer web, e-commerce, and mobile app development services from their office in Kolkata, India. They work with clients in the fields of e-commerce and healthcare.",4.2,(3 Reviews),Dr. Samit Ghosh Homeopathy Clinic; Easy2Lend; NIT ARUNACHAL PRADESH,"Torit Innovations provided web development and design for a conference's website. They provided full-scale development, from providing mockups to completing the design and layout. ","['eCommerce', 'Financial services', 'GPS, Navigation & GIS', 'Medical']","Kolkata, India",2 - 9 employees,"$1,000+"
SWYM Consulting,internet-of-things,"Based in Boise, Idaho, SWYM Consulting is a small IoT development company. Established in 2014, the team provides IoT development, product design, web development, and mobile app development.",5.0,(1 Reviews),,A wearable electronics company entrusted their firmware development needs to SWYM Consulting. The team deployed the coding solutions required to enable product functionalities and UI/UX features.,"['Arts, entertainment & music', 'Consumer products & services', 'Government', 'GPS, Navigation & GIS', 'Medical', 'Hospitality & leisure', 'Information technology', 'Manufacturing']","Boise, ID",2 - 9 employees,"$10,000+"
RoundSqr,internet-of-things,"RoundSqr, an artificial intelligence development company, is located in Allen, Texas; Madhapur, India and Greater New York, New York. Founded in 2018, the midsize team offers Artificial Intelligence, BI & big data consulting & SI, blockchain, digital strategy, and more.",5.0,(1 Reviews),,"Roudnsqr creates a custom predictive analytics platform for a youth and family services company. The team is responsible for consultation, business analysis, research, and more. ","['Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Legal', 'Non-profit', 'Retail']","Allen, TX",50 - 249 employees,"$50,000+"
DreamSoft Infotech,internet-of-things,"Dreamsoft Infotech is a web agency founded in 2013 in Noida, India with no more than 50 employees. They specialize in web design and SEO solutions for small businesses in the field of advertising and marketing.",5.0,(2 Reviews),,"DreamSoft Infotech designs and developed a website for a computer and electronics company. The tasks ranged from creating wireframes, design and development, testing until the delivery of the project.","['Business services', 'eCommerce', 'Education', 'Financial services', 'Gaming', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Manufacturing', 'Media']","Noida, India",10 - 49 employees,"$1,000+"
Data Crunch Corporation,internet-of-things,,5.0,(1 Reviews),,A painting company hired Data Crunch Corporation to provide software development. They created and currently maintain a platform to help the client manage their data to streamline their processes and revenue.,"['Business services', 'Information technology']","Raleigh, NC",10 - 49 employees,"$1,000+"
Tech Comradery,internet-of-things,,5.0,(3 Reviews),,Tech Camradery provides game development for an educational game startup. The work includes a full backend administration system linked to the client's website. ,"['Automotive', 'Business services', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Gaming', 'GPS, Navigation & GIS', 'Medical', 'Hospitality & leisure']","Boston, MA",10 - 49 employees,"$5,000+"
VcareAll Solution Pvt. Ltd.,internet-of-things,"VcareAll Solution Pvt. Ltd. is a software development agency that is based in Delhi, India and was founded in 2011. The company is made up of 31 employees and specializes in UX/UI design, mobile app development, and web development while primarily serving small-sized businesses. ",4.5,(1 Reviews),Trackmybeat; Karacus; Infinii; TheGlobalCart,"VcareAll developed the software of an app that allows patients to collect health data from their blue-tooth enabled, at-home monitoring devices. ",,"Delhi, India",10 - 49 employees,"$5,000+"
Mahanttech Consulting Services,internet-of-things,"MahantTech Consulting Services is a digital solutions provider that was founded in 2016. They are headquartered in Anand, India and they have additional offices in Truganin, Australia and Brampton, Canada. They have 9 employees and specialize in mobile app development, web development, and custom software development. They mostly work with small businesses and midmarket clientele in the IT, consumer products, and government sectors. ",4.8,(2 Reviews),In Short time frame we served many clients and provided Staff to many companies like RassLila Events; Anloga Govt; Churchshield; Office Beacons and many more. www.mahanttech.com to know more about us,"Mahanttech Consulting Services developed a platform to transform informal markets into a formal marketplace. The team used a SQL server with .NET to build the software, which works for mobile and web.","['Consumer products & services', 'eCommerce', 'Education', 'Government', 'Medical', 'Information technology']","Anand, India",10 - 49 employees,"$5,000+"
Zestbrains Private Limited,internet-of-things,"Zestbrains Private Limited is a small web development firm. Established in 2015, the company is in Ahmedabad, India. Their services include web development, mobile app development, e-commerce development, IoT development, and more.",4.9,(7 Reviews),,Zestbrains provides ongoing software development services for a hair products company. The team handles creating software in multiple languages with a multitude of functionality integration.,"['Consumer products & services', 'Dental', 'eCommerce', 'Government', 'Medical', 'Media', 'Real estate', 'Supply Chain, Logistics, and Transport']","Ahmedabad, India",10 - 49 employees,"$1,000+"
eGrove Systems,internet-of-things,"Founded in 2007, eGrove Systems is an IT solutions provider based in Parlin, N.J., with offices in Chennai, Ind., and New York. They primarily serve small business clients in the business services, consumer products and services, and retail industries. ",4.3,(3 Reviews),Truck IT; PaceCaster; VivcaFox,eGrove augments an internal team in app development using Ruby on Rails. They often assist in ideation or only implementation of an existing project. They’ve also helped migrate from Azure to AWS.,"['Automotive', 'Business services', 'Consumer products & services', 'Manufacturing', 'Media', 'Retail', 'Telecommunications']","Sayreville, NJ",50 - 249 employees,"$1,000+"
Evus Technologies,internet-of-things,"Evus Technologies is a marketing agency in Las Vegas. Founded in 2003, they have about 10 employees that serve clients in a variety of sectors. Services include market research, marketing strategy, and digital strategy.",5.0,(1 Reviews),Tempur Sealy; Cleveland Clinic; GoPro; DeeperDeals,"Evus Technologies has worked closely on building a software-as-a-service solution using PHP and MySQL. They’ve also developed web, Android, and other platforms for the client’s solution.",,"Las Vegas, ",10 - 49 employees,"$50,000+"
ByteAlly,internet-of-things,"ByteAlly is a development agency in Chennai, India. Founded in 2010, they have about 15 employees that serve clients in a wide range of industries. Services include web, mobile app, and custom software development.",5.0,(1 Reviews),"Jacando - A Swiss enterprise HR cloud software provider empowering SMBs and enterprises to recruit & manage talent.; Cailfo - Based out of Singapore, Cialfo is a funded start-up that helps students prepare for SAT through fun to play games & leaderboards; Mad Street Den - AI & Computer vision; Neulero - An enterprise startup in the service-on-demand space","ByteAlly developed an on-premise B2B solution for mobile service groups. The team helped with product architecture, backend and database development, as well as coding.",,"Chennai, India",10 - 49 employees,"$5,000+"
Devs Unity,internet-of-things,"Small UX agency Developers Unity, is in Tashkent, Uzbekistan. Launched in 2016, the team provides ux/ui design, AR/VR development, CRM consulting and SI, IoT development, and more.",5.0,(3 Reviews),,"In need of custom software development, a hotel company hired Developers Unity. They created an online platform for events and program management.","['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'Consumer products & services', 'Dental', 'eCommerce', 'Education', 'Financial services', 'Information technology']","Тошкент, Uzbekistan",10 - 49 employees,"$5,000+"
Eseye,internet-of-things,"Eseye is a Surrey Research Park, United Kingdom-based IoT development company. They focus on IoT development and were founded in 2007.",,,,,"['Automotive', 'Medical', 'Manufacturing', 'Energy & natural resources', 'Telecommunications', 'Utilities']","Surrey Research Park, United Kingdom",50 - 249 employees,Undisclosed
Epsilon Electronics,internet-of-things,,,,,,"['Automotive', 'Consumer products & services', 'GPS, Navigation & GIS', 'Medical', 'Information technology', 'Manufacturing']","Ahmedabad, India",10 - 49 employees,"$5,000+"
Theta Technolabs,internet-of-things,"Theta Technolabs is a development company in Ahmedabad, India and Toronto, Canada. Founded in 2011, they have about 20 employees that serve clients in a wide variety of industries. Services include mobile app development, web development, and AI.",4.9,(4 Reviews),,"To better help health organizations monitor their health and provide a more streamlined health service, Theta Technolabs was hired by a health tech startup to build and develop a web and mobile app.","['Consumer products & services', 'Education', 'Medical']","Ahmedabad, India",10 - 49 employees,"$5,000+"
Techtiq Solutions,internet-of-things,,5.0,(1 Reviews),,"Techtiq Solutions built a mobile app for an IT services company. They utilized Kotlin, Swift, Angular, and Java for development. ",,"Singapore, Singapore",2 - 9 employees,"$10,000+"
Wingmaxx Technologies,internet-of-things,"Wingmaxx Technologies is a web agency based in Surat, India, with more than one expert. Founded in 2014, they offer web development, web design, and custom software development services for clients in the fields of e-commerce, business services, and arts.",4.7,(3 Reviews),Clownfish; Universe Inc.; Golden Cluster,"Wingmaxx Technologies handles web and database development efforts for an online sales auction platform. Working from scratch, they built the platform following specifications and using PHP as well as HTML5.","['Arts, entertainment & music', 'Automotive', 'Business services', 'eCommerce', 'Education', 'Gaming', 'Government', 'Medical', 'Information technology', 'Non-profit']","Surat, India",2 - 9 employees,"$1,000+"
Space Whale,internet-of-things,"Space Whale is a software development company based in Kharkiv, Ukraine founded in 2016. Run by a team of 15, they specialize in mobile app development, UX/UI design, and IoT development. Their UX services focus on UX strategy, user research, and usability testing. They are also familiar with frameworks such as Flutter, Ruby on Rails, and ReactJS.",5.0,(1 Reviews),,Space Whale developed a cross-platform mobile app for an IT contracting company. The team recreated and made enhancements to an existing app.,,"Kharkiv, Ukraine",10 - 49 employees,"$25,000+"
SaveOnDev,internet-of-things,"SaveOnDev is located in Honolulu. Since 2014, the freelancer has been specializing in custom software, mobile app, and IoT development. ",4.6,(10 Reviews),SmartPitch; Did Ya?; Activiter; Smart Yields,"Working from existing UI/UX designs, SaveOnDev built a pitch speed measurement app for Android and iOS. They were responsible for back-end development, testing, and launch.",,"Honolulu, HI",10 - 49 employees,"$5,000+"
AppWell.Health,internet-of-things,"AppWell.Health, an AI firm, is located in Lviv, Ukraine. They provide Artificial Intelligence, mobile app development, web development, custom software development, and more and were launched in 2012.",5.0,(2 Reviews),,"AppWell.Health provides web backend, mobile app, API, and CRM development support for a real estate company. The key tech stacks they use include Node.js and AWS. They also handle QA processes for the firm.",['Medical'],"Lviv, Ukraine",10 - 49 employees,"$5,000+"
applickable,internet-of-things,"applickable is a small mobile app development company that is headquartered in Docklands, Australia. The firm, which was founded in 2013, offers mobile app development, web development, and wearable app development services.",4.6,(5 Reviews),The Commons; Carbar Autos; RefLIVE; Avie,applickable provides ongoing development for a shared office space’s native mobile application. They’ve created features such a meeting room booking functionality.,,"Melbourne, Australia",2 - 9 employees,Undisclosed
